case,simulation_seed,arm,phase,sample_count,force_rmse_n,peak_force_n,contact_ratio_pct,tangent_rmse_mm,tangent_velocity_error_rms_m_s,orientation_rmse_deg,saturation_pct,paired_baseline_force_rmse_increase_n,paired_baseline_orientation_rmse_increase_deg,paired_friction_force_rmse_increase_n,paired_friction_orientation_rmse_increase_deg,failed_gates,all_gates_pass
stop_hold_reverse,11,online,stopping,500,0.14000323173452509,12.329497230479213,100.0,1.1894911096799934,0.002693832188985681,0.2913018148933385,0.0,0.02382645664560519,0.020721457114131148,0.0003670673426124371,0.005336719578349025,,yes
stop_hold_reverse,11,online,hold,750,0.055147096030637104,12.228591819415598,100.0,0.8462316527105515,0.0005362336633069936,0.1703761806169924,0.0,0.01962834315734599,-0.09978609945581163,0.003231846218128581,-0.000917618300366907,,yes
stop_hold_reverse,11,online,reverse_ramp,500,0.15585884772618513,12.302954424222708,100.0,1.0586137722017652,0.0023098601410064677,0.3686682849190459,0.0,0.03825672612566676,0.13685282555298955,-0.0018902601399928276,0.01855278996644999,paired_orientation_rmse,no
stop_hold_reverse,11,online,reverse,2000,0.14626987413056397,12.283282332368358,100.0,0.855617291403184,0.0015394695293934686,0.4732875429367571,0.0,-0.013863755238538278,-0.004792709416684415,0.00017957494052758816,0.0035086631592550765,,yes
stop_hold_reverse,29,baseline,forward,1500,0.17551414175157976,12.55604462051538,100.0,11.791575884976588,0.018132706926430788,0.39560751842152275,0.0,0.0,0.0,0.011934745053198886,-0.028274806454046342,,yes
stop_hold_reverse,29,baseline,stopping,500,0.10488220668717126,12.26851738861537,100.0,10.566159441880053,0.00819597085988156,0.27049067552453215,0.0,0.0,0.0,-0.02415968635073827,-0.015279340212593362,,yes
stop_hold_reverse,29,baseline,hold,750,0.025906879875731863,12.114024662742231,100.0,6.037451889367979,0.003967192783934455,0.27016120553452927,0.0,0.0,0.0,-0.019015568984604977,0.09946214255158661,,yes
stop_hold_reverse,29,baseline,reverse_ramp,500,0.11649042666559598,12.415923210955452,100.0,7.049985690819625,0.021312883532072967,0.23264139015201207,0.0,0.0,0.0,-0.029619840279200754,-0.11819026641296299,,yes
stop_hold_reverse,29,baseline,reverse,2000,0.16495230806934247,12.470416122702511,100.0,11.659389257691743,0.014097877026576036,0.4783525222793674,0.0,0.0,0.0,0.013492438289264663,0.008253153151098813,,yes
stop_hold_reverse,29,integral,forward,1500,0.18752769620079132,12.620883356679165,100.0,8.136406670557896,0.01726183853629718,0.49625330629471875,0.0,0.012013554449211566,0.100645787873196,0.023948299502410453,0.07237098141914966,paired_orientation_rmse,no
stop_hold_reverse,29,integral,stopping,500,0.10750978075797969,12.258751801245529,100.0,6.277716232036434,0.007694244945668916,0.3045432399001064,0.0,0.002627574070808436,0.034052564375574246,-0.021532112279929835,0.018773224162980884,,yes
stop_hold_reverse,29,integral,hold,750,0.03961350382246751,12.154544921673665,100.0,4.394222335752459,0.00508077990198672,0.3076690489657428,0.0,0.01370662394673565,0.03750784343121355,-0.005308945037869328,0.13696998598280016,,yes
stop_hold_reverse,29,integral,reverse_ramp,500,0.17176271685931851,12.43370015645335,100.0,7.21872884155346,0.013102850101308353,0.41328552964991705,0.0,0.05527229019372254,0.18064413949790498,0.025652449914521785,0.06245387308494199,paired_orientation_rmse,no
stop_hold_reverse,29,integral,reverse,2000,0.1714477223300563,12.399364929240278,100.0,7.319385551722589,0.011101165118555344,0.567950886894081,0.0,0.006495414260713844,0.0895983646147136,0.019987852549978508,0.09785151776581241,,yes
stop_hold_reverse,29,friction,forward,1500,0.16357939669838087,12.525623217192832,100.0,1.895573179516409,0.0038591974206047476,0.4238823248755691,0.0,-0.011934745053198886,0.028274806454046342,0.0,0.0,,yes
stop_hold_reverse,29,friction,stopping,500,0.12904189303790953,12.32560523471929,100.0,0.8317170140714596,0.002649284641275459,0.2857700157371255,0.0,0.02415968635073827,0.015279340212593362,0.0,0.0,,yes
stop_hold_reverse,29,friction,hold,750,0.04492244886033684,12.218048902627645,100.0,0.24706448505258125,0.00020941532657366567,0.17069906298294266,0.0,0.019015568984604977,-0.09946214255158661,0.0,0.0,,yes
stop_hold_reverse,29,friction,reverse_ramp,500,0.14611026694479673,12.33178690479337,100.0,1.6674882711693715,0.003989925530453032,0.35083165656497506,0.0,0.029619840279200754,0.11819026641296299,0.0,0.0,paired_orientation_rmse,no
stop_hold_reverse,29,friction,reverse,2000,0.1514598697800778,12.325260554146142,100.0,1.569778899773573,0.0022730180173140004,0.4700993691282686,0.0,-0.013492438289264663,-0.008253153151098813,0.0,0.0,,yes
stop_hold_reverse,29,online,forward,1500,0.16757599684996388,12.56064454447478,100.0,1.3423406440601962,0.004133434358639477,0.43963105136573055,0.0,-0.007938144901615873,0.0440235329442078,0.003996600151583013,0.015748726490161458,,yes
stop_hold_reverse,29,online,stopping,500,0.12889445341718686,12.32075916173622,100.0,1.1767789293893616,0.0025616307027572244,0.2908564096946851,0.0,0.024012246730015605,0.02036573417015297,-0.00014743962072266692,0.0050863939575596095,,yes
